outcome,Otu00001,Otu00002,Otu00003,Otu00004,Otu00005,Otu00007,Otu00008,Otu00009,Otu00010,Otu00011,Otu00012,Otu00014,Otu00015,Otu00016,Otu00017,Otu00019,Otu00021,Otu00025,Otu00028,Otu00034,Otu00035,Otu00036,Otu00040,Otu00042,Otu00050,Otu00051,Otu00075,Otu00091,Otu00117
nondiarrheal_control,0.1856,0.0738,2e-4,0.0282,0.0014,0.033,0.0774,0,0.0548,0,0.05,0.0236,0.002,0.0272,0.0392,0.027,0,0,2e-4,4e-4,0.0014,0.004,0.0016,0.0034,0.0096,0,0.003,4e-4,0
nondiarrheal_control,0.1234,0.0192,6e-4,0.025,0.0744,0.0332,0.0368,0,0.0534,0.011,0.0292,2e-4,0.0014,0.013,0.0474,0.0158,0.001,0,0,0,0.0022,2e-4,0.0046,0.0074,0.0058,0,4e-4,0,0.001
nondiarrheal_control,0.0172,0.0046,0,0.1986,0.0948,0.0032,0.0014,0.006,6e-4,2e-4,0.005,0,0.0096,2e-4,8e-4,2e-4,0.0324,2e-4,0.0074,0.0166,0,0,2e-4,4e-4,0,4e-4,0,0.0082,0
nondiarrheal_control,0.276,4e-4,0,0.0126,0.002,0.0082,0.081,0,0.0464,0.0242,0.0148,0,2e-4,0.0068,0.0312,0.0014,4e-4,0.0364,0,0,0.0032,0.0018,0.0194,0.002,0.0036,0,0.0022,0,0.0012
nondiarrheal_control,0.1732,0.014,2e-4,0.047,0.0022,0.0308,0.024,2e-4,0.0764,0.0526,0.052,0,0.0024,0.007,0.0118,0,0.0084,0.0016,6e-4,0,0.0088,0.0072,0.0348,0.0034,0.0026,0.0044,0.0302,0,0
nondiarrheal_control,0.0174,0.0018,6e-4,0.0022,4e-4,0.0012,0.0042,0.8652,2e-4,0.0044,4e-4,0,2e-4,0.0018,0.0014,0.0028,0,6e-4,0,0,8e-4,8e-4,0.0016,4e-4,0,2e-4,0,0,0
nondiarrheal_control,0.0034,0.0114,0.2362,0.0014,0.2744,0,0,0.0198,2e-4,0,2e-4,0,0,2e-4,0,0,0.0722,0,0,0,0,0,0,0,0,0,0,0,0
nondiarrheal_control,0.1272,0.001,0,0.0272,0.0062,0.0488,0.0144,0,0.0666,0.174,0,0.1808,0,0.0092,0,0.0272,2e-4,0.009,2e-4,2e-4,0.006,0,0.0186,0.0016,0.0016,2e-4,4e-4,0,8e-4
nondiarrheal_control,0.2208,0.0596,0,0.0524,0.0222,0.0208,0.0178,0,0.053,0.0974,0.0104,0.0126,0.002,0.0244,0.0374,0,0.0892,0,2e-4,4e-4,0.0036,0.0034,0,0.0048,8e-4,0,0,2e-4,4e-4
nondiarrheal_control,0.163,0.0014,0,0.02,4e-4,0.0432,0.008,0,2e-4,0.0462,0.003,0.0048,8e-4,0.0086,2e-4,0.0112,2e-4,0.014,4e-4,6e-4,0.0018,0.01,0.0034,0.0026,0.002,0,0.0042,4e-4,2e-4
nondiarrheal_control,0.169,6e-4,2e-4,0.006,0.0088,0.0106,0.039,0,0.0818,0.0918,0.0084,0.1274,0,0.0014,0,0.0166,2e-4,0.0342,0,0,0.0024,6e-4,0.001,0.0022,0.0042,0,0.002,0,0
nondiarrheal_control,0.1434,0.0052,0,0.065,2e-4,0,0.107,0,0,0.0366,2e-4,0.0766,2e-4,0.005,0.0434,0,0.0012,0.0066,0,2e-4,0.0122,0,0.0282,0.0012,0.0278,8e-4,0.0016,0,0.0032
case,0.115,0.359,0.0014,0.0186,8e-4,0.0024,0.0056,0,0.024,0.0016,0,0.0096,0.0018,0.0032,0.0756,0.0046,0.036,0.0018,4e-4,0,6e-4,0.0014,0.0026,0.0018,0.0018,6e-4,2e-4,2e-4,0
case,0.3432,0.0056,0.024,0.0382,6e-4,0.0026,0.005,0,2e-4,0.0126,0,0.0028,0.0036,0.0408,0.0016,0.0024,6e-4,2e-4,0,0,0.0096,0.0048,2e-4,0.0032,0,0,0.0028,0,0
nondiarrheal_control,0.015,0.002,0,0.0028,0.0038,0.0012,0.0034,6e-4,6e-4,4e-4,0,0.0054,0,8e-4,8e-4,0.0014,6e-4,0,6e-4,0,0,0,6e-4,0.0016,0,0,0,0,2e-4
case,6e-4,0.1874,2e-4,6e-4,0,6e-4,2e-4,2e-4,0.1034,0,2e-4,6e-4,0.0018,0,0,0,0,2e-4,0.0388,0.0156,0,2e-4,0,0,0,0.0068,0,0.0016,0
case,8e-4,0.0656,0,2e-4,0.0452,0,0,0,0,0.0902,0,0,6e-4,0,0,0.1098,0.0056,0.0018,0.0026,0,0.0018,0,0.0652,0,0,0,0,0,0
case,0.1612,2e-4,0.5216,0.0398,0,0,0.0364,0.0036,0.04,2e-4,0.0462,0.011,0.0018,0,2e-4,0,0.0398,0,0,0.004,0,0.003,0,0.003,0.0084,0.0022,6e-4,0,0.0038
case,0.0164,0.0952,0.0178,0.0318,8e-4,0.1088,0.0436,0.0018,0.0488,8e-4,0.003,2e-4,0.018,0.0012,0.046,0.032,0.0616,0,0.0066,0.028,2e-4,0.001,0.0032,8e-4,0,4e-4,4e-4,0.0036,0
case,2e-4,0.2668,0,2e-4,0.0048,4e-4,0,0.002,0,0,0,2e-4,0.0308,2e-4,0,0.0036,0.0062,0.0634,0.0168,0.0026,0.0196,0,0,0,0,0.0028,0.0602,6e-4,0
case,0.228,0.0036,6e-4,0.027,0.0494,0.0736,0.0202,0,2e-4,0.212,0,0,0.0022,0.0104,0,0,0.0018,0.0444,2e-4,0.0034,0.01,0.0022,0,0.003,0.0034,2e-4,0,0,0
case,0.0264,0.0692,0,0.0014,0.0024,0.0032,0.003,0.0154,0,0.0086,0,2e-4,0.4726,2e-4,2e-4,2e-4,0.0038,0.0014,0.0298,0.0082,2e-4,2e-4,2e-4,0.001,0,0.0356,0,0.0014,0
case,0.1904,0.0146,0,0.0606,0.0492,0.0686,0.0422,0,0,0.008,0.0188,0.0362,0.0126,0.0172,0.0666,0.0032,0.0016,8e-4,0.0012,0.0164,0.0016,0.0044,8e-4,0.0018,2e-4,0,8e-4,2e-4,0
case,0.005,0.9326,0.011,0.001,0,0.0014,6e-4,0.0124,0.0012,0.0032,0,0.005,2e-4,0.0104,2e-4,6e-4,0,0,0,0,2e-4,0,2e-4,0,0,0,0,0,0
case,0.7184,0,0.0194,4e-4,2e-4,2e-4,0,0.0204,2e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162,0,0,0,0.0016,0
case,0.3922,0.001,0,2e-4,0.0456,0,0.0618,0.0202,0,0,0,0,0.0114,0.0316,0,0,0,0,0,0,0,0,0,0.0036,0,0,0,0.0016,0
case,0.001,0.3572,0.036,0,0.0086,0,0.0012,0.003,0,0,4e-4,0,2e-4,0,0,0,0,2e-4,0,0,0,0,0,0,0,0,0,0,0
case,2e-4,0.0682,0.0018,0.4372,0.0544,0.1586,0,0.0112,0,0,0,0,2e-4,4e-4,0,0,0.0034,0,0,0,0,0,0,0,0,0,0,2e-4,0
case,0.0012,0.016,0.003,0.30620000000000003,0.0108,0,0,0,0,4e-4,2e-4,2e-4,0.0346,0,2e-4,4e-4,6e-4,0.0274,0.0018,0.0128,2e-4,0,2e-4,0,0,6e-4,0.0012,0.0038,0
case,0.171,0.003,0.0376,0.027,0.0012,0.0468,0.0012,0.017,0.0356,6e-4,0,4e-4,0.0046,0.0196,0.0568,0.0028,0.012,0,2e-4,0.0162,0,0.0046,0.0044,0.0054,0.0146,0.0012,0,0.002,0
case,0.0132,0.203,0.0362,0.0034,0.1336,0.0028,0.0014,0.0018,0.0018,2e-4,2e-4,0,0.024,0.0018,0.0056,4e-4,0.001,2e-4,2e-4,0,0.0648,2e-4,6e-4,2e-4,4e-4,2e-4,6e-4,2e-4,0
case,0.0102,0.1936,0.1166,0.1902,0.0028,8e-4,0.0012,0.001,0.0058,4e-4,6e-4,0.0012,0.0188,0.022,0.002,4e-4,0.002,0.0012,0.0078,0.0056,0.0016,2e-4,0.0014,6e-4,2e-4,0,8e-4,0.0078,0
nondiarrheal_control,0.0974,0.0072,0,0.013,4e-4,4e-4,2e-4,0,0.1112,0.0116,0.0294,0.006,2e-4,0,0.0026,0,0.001,0.0612,0,0,0.0046,0.0072,0.0016,0.0032,0,0,0.0046,0,0
nondiarrheal_control,0.0606,4e-4,0.0216,0.0514,0.0072,0.0254,0.0088,0,0,0,0.0274,2e-4,6e-4,0.013,2e-4,0,0.005,0.034,0,4e-4,0.0178,0.0126,0.0012,8e-4,0.0096,4e-4,0.0134,0,0
case,0.1982,0.001,2e-4,0.1066,0.0086,0.0212,0.1022,0,0,0.091,0.0038,0,0,0.0056,0.0664,0,2e-4,2e-4,4e-4,6e-4,0.0034,0.0074,0.0308,0.002,0,0,0.0018,0,0
case,6e-4,0.0102,0.1276,0,0.1136,0,2e-4,8e-4,2e-4,0,2e-4,2e-4,0.009,0,2e-4,0,0.0096,8e-4,0.001,0.01,0,0,0,0,0,0,0,0,0
nondiarrheal_control,0.2332,0.0158,0.004,0.0382,4e-4,0.001,0.0064,2e-4,0.0018,0.0214,0.0104,0.2172,0.003,0.0162,0,4e-4,0,0,0.0012,0.0014,0.0126,0.0116,2e-4,6e-4,0.0074,0,0.003,4e-4,0.0098
nondiarrheal_control,0.2144,0.001,4e-4,0.0664,0.0074,0.007,0.0636,0,0.0896,0.0682,0.0254,0.0402,4e-4,0.0222,0.0116,0.002,6e-4,0.0088,2e-4,0,0.0032,0,0.0018,0.0022,0.0018,0,4e-4,0,2e-4
case,0.1428,0.0014,0.0094,0.0624,0.0028,0.0306,0.0556,8e-4,0.149,0,0,0,0.0136,0.0078,0,0,0,0.011,0.004,0.004,0,0.0048,0.0096,0.0012,0.0048,0.0024,0,0.003,0.004
case,0.1744,0,0,0.039,0,0.0964,0.0042,8e-4,0.0062,0.1398,0.0108,2e-4,0.0018,0,0,0.0638,0.0032,0,0.0022,0.0046,6e-4,0.009,0.0356,0.0012,0,4e-4,0,2e-4,0
case,0,4e-4,2e-4,0,6e-4,0,0.0964,0,2e-4,0.0014,0,0,0.013,0,0,0,0.0618,0,0.0062,0.0062,0,0,0,0,0,0.0334,0.0082,0.0018,0
case,0.2856,0.212,8e-4,0.399,0.007,0,0,0.0138,0,0,0,0,2e-4,0,0,0,2e-4,0,2e-4,0,0,0,0,0.006,0,0,2e-4,0,0
case,6e-4,2e-4,0.154,4e-4,0.2406,2e-4,0,0.0012,0,2e-4,0,0,0.0202,0,0,0,0,0,0.0252,0,0,0,0,0,0,0,0,0,0
nondiarrheal_control,0.1016,0,2e-4,0.0588,2e-4,0,0.0462,0,0.0142,0.0426,0.0408,0.0198,0,0.0014,0.0182,0.007,2e-4,0.0214,0,0,0.01,0.0126,0.0476,0.0032,0.0036,0.0036,0.0088,0,0.0014
nondiarrheal_control,6e-4,0.4288,2e-4,0,0.0088,0,0,0,0,0,0,4e-4,0.0034,0,0,0.1052,0.0022,0.0092,0.0086,0.0032,6e-4,0,0,0,0.0128,6e-4,0,0.0014,8e-4
nondiarrheal_control,0.0464,0.0244,0,0.0896,4e-4,0.0992,2e-4,0,0,4e-4,0.006,4e-4,0.004,0.0212,0,0.1404,0.0022,0.0046,0,4e-4,2e-4,0.0556,0,0.0012,0.0064,0.003,0.0174,0,0.003
nondiarrheal_control,0.2292,8e-4,0,0.0398,0.002,0.018,0.0588,0,0.0882,0.0618,0.035,0.1016,0.001,0,0.0182,0.0114,0.0076,0.0126,0,0,0.0048,0,0.0034,0.0304,0.0138,0.0036,8e-4,4e-4,0
nondiarrheal_control,0.2642,2e-4,0.1116,0.0654,4e-4,0.0012,0.1068,2e-4,0,0.036,0.10780000000000001,0.0728,0.0014,0,2e-4,0,0.004,0.0108,0,2e-4,2e-4,0.0014,0,0.0026,0.005,0.001,0.0096,4e-4,2e-4
nondiarrheal_control,0.1562,0.0016,0.0042,0.12,2e-4,0.0438,0.0662,0,0,0.096,0.002,2e-4,0.0016,0,0,0.0404,2e-4,0.0038,2e-4,4e-4,0.0432,0.001,0.0224,0.027,0.001,0,0.01,4e-4,0
case,0.1654,0.02,0.0556,0.0408,2e-4,0.07,0,0,0,0,0.018,0,0,0,0.0058,0.0394,0,0,0,0,2e-4,2e-4,0.0298,0.033,0,0,0,0,0.0158
case,0.0994,0.048,0.0044,0.017,0.0926,0.056,0.0026,2e-4,0,2e-4,0.0014,0.0228,0.0014,0.0206,0.026,0,0.0024,0,0,0,0,0,0.0012,0.0012,2e-4,0,2e-4,0,0
case,0.1758,0.0378,0.0038,0.0452,0.0304,0.051,0.0594,6e-4,0.0178,0.0352,0.0542,0,0,0.0172,0.0228,0.029,0.013,0.0136,2e-4,6e-4,0.0022,0.0026,2e-4,0.002,0.0046,2e-4,8e-4,2e-4,0
case,0.032,4e-4,0.0096,0.03,6e-4,0,0.1156,0.0132,0.2186,2e-4,0.0278,0,0.1152,0.0286,2e-4,0.0148,0.0042,0.001,0.0118,0.0148,0,0.0084,0.0398,6e-4,0,0.0054,0,0.0014,0
case,0.079,0.077,0.0024,0.029,0,0.0604,0.0038,0.0122,0,0,0.1304,0.0214,8e-4,0.061,0.009,0.1466,0,0,0.0166,4e-4,0,0,0.0126,6e-4,0.0108,0.0052,0,2e-4,0.0116
case,0,0,0.3812,0,0,0,0,0.0028,0.1938,0,2e-4,0,0,0,0,2e-4,0.019,0,0,0,0,0,0,0,0,0,0,0,0
case,0.302,0.0352,0,0.2358,0.0024,0,0,0.0016,0,0,0,0.0392,0.023,0.0416,0,0,0,2e-4,0.0158,0.0118,0,0,0,0.0054,0,0,0,0.0018,0
case,0.1324,0.0356,0,0.06,6e-4,0.0032,2e-4,0.2132,0,0,0,0.0184,6e-4,0.0528,0,0.0216,6e-4,0,0,8e-4,0,0,0,0.002,0,0.001,0,4e-4,0
case,0.31,0.124,0,0,0,0,0,0,0,0,0,0,0.115,0.0446,2e-4,0,6e-4,0,0.002,0.0048,0.0074,0,0,0.0544,0,0,0,6e-4,4e-4
case,2e-4,0.0324,0.299,0.2356,0.1054,0,0,0.0072,0,0,0,0,0.0256,0,0,0,0.0574,0,0,0,0,0,2e-4,0,0,0,0,0,0
case,4e-4,0.3866,4e-4,0.2868,0.0044,0,0,0,0,0.0274,0,2e-4,6e-4,0,0,0,0.091,0,0.001,6e-4,0.001,0.0096,0,0,0.0054,2e-4,6e-4,0,0
case,0,0,0.138,0,0.163,4e-4,0,0.0032,2e-4,0,0,0.2806,0.0172,0,0,2e-4,0,0.0022,0.0012,0.0134,0,0.0026,0,0,0.0024,0.0016,0,0.0014,0
nondiarrheal_control,0.192,0.0162,0.0024,0,2e-4,2e-4,0,2e-4,0,0.0912,0,0,0,0,0,0,8e-4,0.0066,0,0,0.0036,0,0,0.0016,0,4e-4,0.0012,0,0
nondiarrheal_control,0.2236,8e-4,0.005,0.086,4e-4,0.0096,0.052,0,0.0056,0.0784,0.0068,0,4e-4,0.0068,0,0.0118,0,0.086,0,0,0.0014,0,0.0036,0.0024,0.0012,0,0.002,0,0.002
nondiarrheal_control,0.023,0.0226,0.0172,2e-4,0.1758,0.0038,0,0,0,0,6e-4,0,0.0054,0.002,0,0,6e-4,0.1026,0.0178,0.0036,0.0102,0.0012,0,2e-4,0,6e-4,0,0,0
case,0.0636,0.1432,0,0.0258,0.3442,0.0012,0.0024,0.3536,2e-4,0,0,2e-4,0,0.006,0,0,0,4e-4,2e-4,0,0,0,0,6e-4,0,0,0,0,0
case,0.002,0.4374,2e-4,0,0.2052,2e-4,0,2e-4,0,0.0066,2e-4,2e-4,0.0356,0.1604,0,2e-4,0.0014,0.002,0.0096,0,0.022,0,4e-4,2e-4,0,8e-4,0.003,0.0016,0
case,0.0018,0.3106,0.0038,4e-4,0.0622,2e-4,2e-4,4e-4,4e-4,0.0304,0,0,4e-4,0.0842,0,0,6e-4,0,0.0052,0,0.0196,4e-4,0,0,0,0.0016,0,0,0
case,0.0046,0.4456,0.0246,0.001,0.0524,0.001,0,0.0026,0,0,0,0,0.0184,0,0,8e-4,0.059,0.015,2e-4,0.0812,0,0,0,0,0,0.0602,0,0,0
nondiarrheal_control,0.25,0.0034,0.0036,0.057,0.0012,0.0174,0,0,0,0.1058,2e-4,0.122,0,0.0108,0,0.0228,0.0026,0.068,2e-4,2e-4,0.0044,0.0096,0.008,0.0268,0.0088,0,0.0056,0,6e-4
nondiarrheal_control,0.1408,0.0078,0,0,8e-4,0.2256,0,0,0,0.052,0,0,0.0014,0.0208,0,0,0,0.0184,0.003,4e-4,0.0124,0.0168,0.0332,0.0016,0.0156,0,0.0074,2e-4,0
nondiarrheal_control,0.2208,0.0304,0,0.055,0,0.0182,0.0894,0,0.0902,0,0.0302,2e-4,0.0046,0.0076,0.024,0.004,0.0014,0,2e-4,4e-4,0,0.0026,0.023,0.0032,0.0092,0.0018,0.0062,0,0.023
case,0.0444,0.1858,0,0.074,2e-4,0.0032,0.1366,0,0.0488,0,0,0,0,0.0588,0,0.0384,0.022,0,0,2e-4,0,0.0142,2e-4,6e-4,0.0012,4e-4,4e-4,0,0.005
case,0.0026,0.0664,6e-4,4e-4,0.2028,4e-4,6e-4,0,4e-4,0.0618,0.0012,8e-4,8e-4,0,0,8e-4,0,0,4e-4,0,0.0074,0,0,2e-4,0,0,2e-4,0,0
case,0.2696,6e-4,4e-4,0.0686,2e-4,0.0028,0.069,2e-4,0.128,0,0.0632,0,0.005,4e-4,0,0.011,0.004,2e-4,0.0026,6e-4,0.0258,0.0012,0,0.0016,0.001,0.001,2e-4,0.0016,0.001
nondiarrheal_control,0.107,0.0034,0.0014,0.0332,0,0.0304,0.0056,0,0,0.007,0.0246,0.0048,0.0102,0.0076,0.0326,0.0076,0.0014,4e-4,0.0056,8e-4,0.002,8e-4,0.0048,8e-4,0.0038,0,0.0014,0,0
case,0.2604,0.0064,4e-4,0.0186,0.0016,0.1604,0.1356,2e-4,2e-4,0,0.0214,0,0.0294,0.0212,4e-4,0,2e-4,0,0.0566,0.0022,0.008,0.0086,0.0026,0.0026,0.004,0.004,0.0012,8e-4,0
case,0.0416,0.069,0.7394,0.0022,0.0364,0.0298,0.0196,0.0026,2e-4,0,0.001,2e-4,6e-4,0.0012,0.001,0,0,0,0.0018,0,0,2e-4,0,0.001,0,2e-4,0,0,0
case,0.298,0.0338,0.0106,0.085,0,2e-4,0.0126,0,0,4e-4,0.0384,0.055,0.0132,0.0146,0.0534,0.0052,4e-4,0,2e-4,8e-4,0.0034,0.009,4e-4,0.0588,0,0,4e-4,2e-4,0
case,0.015,0.012,0.0014,0.0256,0.0046,0.055,0.043,0,2e-4,0.0034,0,0,8e-4,0,0,0.0198,0,0,0.0278,0.0022,0,0.0562,0.0374,0,0.002,0,2e-4,2e-4,0.0038
case,0.2048,0.0304,0.0012,0.0516,0.0822,0.0602,0.0404,0,0,0.0092,0.0242,0.0566,0.0124,0.0492,0.0288,0.0016,0.0052,0,0.001,0.0016,0.0074,0,0.0168,0.0054,0,4e-4,0.0062,8e-4,0
nondiarrheal_control,0.0036,0.0742,0.0368,0.025,0,0.0052,0.0028,6e-4,0.1314,2e-4,0.0474,4e-4,0.0048,0,0,0.0192,0,0,0.0078,0.0094,0,0,0.0458,0,0.0058,0,0,4e-4,0
nondiarrheal_control,0.1854,0.137,0.0036,0.011,0.0264,0.0068,0.0038,2e-4,8e-4,4e-4,0.0212,0.0246,0.0022,0.0062,0,0,0,0,0,6e-4,2e-4,0,0.0216,8e-4,0.0026,2e-4,2e-4,0,0
nondiarrheal_control,0.0062,2e-4,0.021,0.0022,0.1382,2e-4,0,2e-4,6e-4,0,2e-4,0,0.0046,2e-4,4e-4,0,0.0196,0.0428,0.0032,0.009,0.0028,0.0184,0.0572,0,4e-4,0.002,0,0.0014,0
nondiarrheal_control,0.1868,0.01,4e-4,0.08,0.003,0.0078,2e-4,0,0,0.02,0.0366,0,0.0014,0.026,0.0334,0.0092,0,0.0332,0.001,0.0062,0.0062,2e-4,0.0032,0.0026,0.0018,2e-4,8e-4,2e-4,0
nondiarrheal_control,0.0212,0.0082,0.089,0.0044,0.0122,0.0062,0.0036,0.0086,2e-4,0.0014,4e-4,4e-4,0.001,0.0052,6e-4,0.4154,0,2e-4,0.0916,0,6e-4,2e-4,0,4e-4,0,0,0,4e-4,0
case,0.2144,0.07,0,0.0446,0,0.008,0.0164,0,0,0.0734,0.0142,0,8e-4,0.0072,0,4e-4,0,0.0088,0.0022,0.0066,0.0026,0.0026,0.0012,0.0016,2e-4,2e-4,0.0042,0,8e-4
case,0.1796,0.0122,0.052,0.0474,0.019,0,0.0246,0.0014,2e-4,0,0,0.0152,0.002,0.0268,0,0,0.0148,0,0.033,0.0226,2e-4,0.0476,0,0.0014,0,8e-4,0,6e-4,0
case,0.126,0.2028,0.042,0.0384,0.0218,0.0286,0.0434,0,0,0.0436,0.0108,0,4e-4,0.0396,0,0.0216,4e-4,0.0148,0.001,0.0016,0.0012,0.0052,4e-4,0.0022,2e-4,0,4e-4,0,2e-4
case,0.1234,8e-4,0.004,0.02,0.11,0,0.0066,0,0,0.0198,0.0072,0.0264,0.0016,6e-4,0,2e-4,0.0014,0.0018,0.0026,0.0036,6e-4,0.0054,0,0.0022,2e-4,0,0.0022,2e-4,0
case,0.027,0.0126,0.003,0.0094,0.0114,0.0078,0.0066,0.001,0.001,8e-4,0.0016,0.0034,2e-4,0.0102,8e-4,0.003,0,0.0018,4e-4,0.0022,2e-4,4e-4,0,6e-4,0,2e-4,0,2e-4,0
case,0.0054,0.1382,0.0024,0.1172,0.0104,8e-4,4e-4,0,0.1122,0.013,0.0412,4e-4,0.0088,0.1024,0.001,4e-4,0.0018,2e-4,0.0182,0.0108,4e-4,0.0034,0.0288,0,0.0022,0,0,0.0044,0
case,4e-4,0.0516,0,4e-4,2e-4,0,0,2e-4,0.089,0,0.2362,2e-4,0.003,0.0204,2e-4,0,4e-4,0.0084,0.004,0.0062,0.0058,0.006,0,0,0.0094,0.001,0.001,2e-4,0
case,0.1458,0.1408,2e-4,0.0118,0.0026,0.0906,0.001,2e-4,2e-4,2e-4,6e-4,0,0.004,4e-4,4e-4,0.0702,0.0068,2e-4,0.0012,0.0048,0.1036,0.0154,2e-4,0.003,0,8e-4,0,6e-4,0
case,0.0178,0.0068,0.0032,0.002,0.046,0.0026,0.004,6e-4,8e-4,0.2124,0.0054,2e-4,0.0376,0.0016,4e-4,6e-4,0.0956,6e-4,0.0142,0.0716,0.0222,0,2e-4,4e-4,0,0.0234,0,0.0036,0
case,0.0114,0.0038,0.1878,0.0026,0.0948,0.0032,0.0056,2e-4,0.048,0.0184,0.0066,0.001,0,0.0018,6e-4,8e-4,2e-4,8e-4,0,0.0034,0.0198,6e-4,4e-4,8e-4,2e-4,0.016,0,0,0
case,0.03,0.1038,0.044,0.0152,0.0018,0.024,0.0496,4e-4,0.074,0.0022,0.0402,8e-4,0.0028,0.0174,0.0126,8e-4,0.0026,6e-4,0.008,0.003,4e-4,0.0256,0.0136,0,0.0016,2e-4,0.0052,4e-4,0.0014
nondiarrheal_control,0.0024,2e-4,0.9386,0.002,0.001,2e-4,0.001,4e-4,0,2e-4,6e-4,0,0,0,0.0014,6e-4,2e-4,0,0,0,6e-4,0,2e-4,0,0,0,0,6e-4,2e-4
nondiarrheal_control,2e-4,6e-4,0.0696,2e-4,0.1376,0,0,0,0,0.084,0,0,0,0.0558,0.1688,0,0.001,0,6e-4,2e-4,0.0214,0,2e-4,0,2e-4,0,0.0028,8e-4,0
nondiarrheal_control,0.0872,0.1834,0.0148,0.0238,0.006,0.0142,0.019,0,0.0582,0.0614,0.006,0.0476,2e-4,0.0162,0,0.0028,0.0026,0.0022,6e-4,0.003,0.0032,4e-4,0.012,0.0024,8e-4,0,6e-4,0.0016,0.0022
nondiarrheal_control,0.37,0.0454,0.0012,0,0.013,2e-4,0,0,2e-4,0,2e-4,0.224,0.002,0,0,0.0128,0.0112,0.027,2e-4,2e-4,0.138,0.0012,0,0.0068,0,0.0036,0.0022,0.0014,0
nondiarrheal_control,0.1604,2e-4,0.1912,0.0164,0,0.0058,0.0876,0,4e-4,0.023,0.0084,0.0216,6e-4,0.02,0.0298,0.069,0,0.0176,2e-4,8e-4,0.002,2e-4,0,0.024,0,0,0.0046,4e-4,0
case,0.0102,0.0144,0.0076,8e-4,0.0052,0.001,0.0028,0.001,0.0044,0.009,0.0034,0,0.0142,0.0012,8e-4,0,0.0124,0.021,0.0294,0.0172,4e-4,2e-4,0.002,0.001,4e-4,0.0074,0,0.002,0
nondiarrheal_control,0.1568,0.0028,4e-4,0.0118,2e-4,8e-4,0.0124,0,0.002,0.0682,0.0238,0.0116,0,0.002,0.003,0.0014,0,0.0598,0,4e-4,0.0022,0,2e-4,0.0126,0,0,0.0026,0,0
nondiarrheal_control,0.1744,0,0,0.0792,0.0016,0.0368,0.0208,0,0,0.0174,0.0744,0,8e-4,0.0252,0.0382,2e-4,0.005,0.0012,2e-4,0.0014,0.008,0.0028,0.029,0.0022,0.0076,4e-4,0.0014,4e-4,0
case,0.2248,0.001,0.001,0.0066,6e-4,0.001,0,2e-4,0,4e-4,2e-4,0,0.0484,6e-4,4e-4,0,0.0236,0,0.0016,0,0,0,0,0.003,4e-4,6e-4,0,0.0072,0.0032
case,0.188,0.0022,0,0.0078,2e-4,0.0142,0.0044,0,0.0886,0.0144,0.0088,0.0178,0.012,0.0092,0.0286,0.1522,0.0064,0,0.0184,0.0062,0.0044,0.0212,0,0.0042,0.003,4e-4,0.0062,0,0
case,0.1256,0.6144,0.0168,0.0036,4e-4,0.0108,0.0038,0.0028,0.0106,6e-4,0.0116,0.003,0.006,0.0144,0.0046,2e-4,0,0,0.0026,0.0066,0,0,0.001,0.001,2e-4,2e-4,0,6e-4,0
case,0.1336,0.044,0.0688,0.051,0.0124,0.032,0.067,0,0,0,0,4e-4,8e-4,0.0194,0,0.0168,0,0,0.0146,0,0,0,0,0.0048,6e-4,0.005,0,2e-4,0.0064
case,0.2572,0.103,0,0.0098,0.0016,0.0774,0.004,0.0026,0,0,0.0944,0.001,0.0214,0.019,0.2202,0.0126,0,0,6e-4,0.0744,0,0,4e-4,0.0048,6e-4,4e-4,0,0.0102,2e-4
case,0.0034,0.0048,2e-4,0,0.0056,4e-4,0,2e-4,0,4e-4,4e-4,2e-4,0.0042,2e-4,0,4e-4,0,0,0.1308,8e-4,2e-4,0,0,4e-4,2e-4,2e-4,0,0,0
nondiarrheal_control,0.261,0.0342,0.0398,0.1522,0.0612,0.0018,0.0044,0.0036,0,4e-4,0.001,2e-4,0.005,2e-4,6e-4,0,0.0206,0.0274,0.0018,8e-4,2e-4,0.0062,6e-4,0.0494,0.006,0.007,0,2e-4,0
nondiarrheal_control,0.4146,0.0026,4e-4,0.0582,2e-4,0.04,0.0106,0,0.1084,0.0014,0.0036,0.0434,0.0012,0.0164,0.027,0,8e-4,0.0018,0,4e-4,0.014,4e-4,0.0024,0.0056,2e-4,6e-4,0.0022,4e-4,2e-4
nondiarrheal_control,0.2314,4e-4,0,0.0844,2e-4,0.0502,0.013,0,0,0.0238,0.0514,0,0.001,0.0256,0.0272,0,0.0034,0,2e-4,4e-4,0.0146,0.0028,0.026,0.0032,0.0048,0.0028,6e-4,2e-4,0
nondiarrheal_control,0.063,0.0042,0,0.0056,0,0.0036,0.1146,0,0,0.0522,0.002,0,6e-4,0.007,0.0228,0.0098,0,6e-4,0,2e-4,0.002,0.005,0.0282,0.0034,0.001,0,8e-4,0,6e-4
case,0.1354,2e-4,0.0014,0.0148,0.054,0.1626,0.071,2e-4,0,0,0,0,0.0082,0,0,0,0.009,0.056,0.0222,0.0186,0.0054,2e-4,0,0.002,0.0016,0,0.0056,0.002,0
